Sr No,Project Name,Promoter Name,Address,Project Type,Email,Phone,Approval ID,City,Start Date,End Date,Remarks
3879,HAMMASH RESIDENCY BLOCK A & C,RAJENDRA HOUSING CORPORATION,"15, KINNARI APARTMENT, NEAR CENTRAL WARE HOUSE, SHAHALAM Ahmedabad 380028",Residential/Group Housing,hammashresidency2023@gmail.com,9227440000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12419/111023,Ahmedabad,11-10-2023,01-02-2028,NA
3880,SHIVANAND OPULENCE,SANJAY RAMESHBHAI PATEL PROPRIETOR OF SAANVI REALTY,"32, ROYAL PALACE NANA CHILODA Ahmedabad 382330",Mixed Development,saanvirealtyshivanandopulence@gmail.com,9725904806,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12284/010923,Ahmedabad,01-09-2023,31-12-2028,NA
3881,SHIVAM ELEGANCE,DHARTI DEVELOPERS,"1, BHARTI NAGAR, N.H. 8 NR. RABARI COLONY, BRTS STAND, AMRAIWADI, AHMEDABAD Ahmedabad 380026",Mixed Development,dhartidevelopers2023@gmail.com,8866293770,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11728/060523,Ahmedabad,06-05-2023,31-12-2027,NA
3882,NANDINI SKYVIEW,A & S DEVELOPERS,"106,Abhinav Arcade,FP-829,TPS-3 Pritam Nagar,Ashram Raod,Ahmedabad Ahmedabad 380009",Residential/Group Housing,nandiniskyview@gmail.com,9824672700,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12130/070723,Ahmedabad,07-07-2023,31-03-2028,NA
3883,Shilaj Sky,SATVAM INFRA LLP,"SR NO 237,238, OPP. SILVER CANAL ROAD SHILAJ, DASKROI, AHMEDABAD Ahmedabad 380059",Mixed Development,shilajsky.rera@gmail.com,9879813131,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA11814/A1M/080524/310328,Ahmedabad,22-05-2023,31-12-2026,NA
3884,ARISTO AATMAN,ARISTOLIFESPACES HOMES LLP,"B901 THE CAPITAL, OPP. HETARTH PARTY PLOT SOLA, AHMEDABAD Ahmedabad 380060",Mixed Development,aristoaatmanrera2023@gmail.com,8460688625,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA11858/A1M/140624/010326,Ahmedabad,26-05-2023,31-03-2027,NA
3885,KESHAR HERITAGE,SHREENATH DEVELOPERS,"KESHAR HERITAGE, B/H KESAR HILLS AND PLAZA HANSPURA Ahmedabad 382330",Residential/Group Housing,kesarheritage141@gmail.com,9016539090,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11902/030623,Ahmedabad,03-06-2023,31-12-2027,NA
3886,Pushkar Laxmi Sky,PAVANVEER BUILDCON LLP,"Survey No. 1291/1, F.P. No. 139/1+139/2, TPS No. 113, Pushkar Laxmi Sky B/s. Shilpgram Safal Bunglows, Nr. Metro Station, Vastral Ahmedabad 382418",Residential/Group Housing,pushkarlaxmiskyrera@gmail.com,9909012322,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12362/041023,Ahmedabad,04-10-2023,27-12-2030,NA
3887,THE Q,DEVAM BUILDCON,3A GOPIKUNJ NR PRAGATI NAGAR GARDEN NARANPURA Ahmedabad 380013,Mixed Development,sankalplakeview133@gmail.com,9033740180,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11822/220523,Ahmedabad,22-05-2023,31-12-2027,NA
3888,GANESH GREEN,RAMDEV DEVELOPERS,"GANESH GREEN, NEAR SHREEDHAR DREAM SHYAMJI FARM ROAD, VASTRAL Ahmedabad 382418",Mixed Development,ramdevdevelopers2022@gmail.com,7600742121,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11933/090623,Ahmedabad,09-06-2023,31-03-2026,NA
3889,ANANT SKY,ANANT INFRA,"32/Maruti Residency 2, Singarva, Odhav, Ahmedabad Ahmedabad 382430",Mixed Development,anantinfrarera@gmail.com,9913608611,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12000/220623,Ahmedabad,22-06-2023,31-03-2026,NA
3890,KARNAVATI APARTMENT- 7,RIDHAM ENTERPRISE,"Karnavati Corporate Office, Opp. Karnavati Appartment - 2, Nr. Karnavati Chowk - 1, Narol Ahmedabad 382440",Mixed Development,karnavati6rera@gmail.com,9924200980,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA11922/A1M/211024/311227,Ahmedabad,07-06-2023,30-06-2024,NA
3891,SOLITAIRE ARISE,ARK INFRA,"1, NA, Solitaire Connect, Bs Mayur Pankh Hotel, Thaltej Ahmedabad Ahmedabad 380054",Residential/Group Housing,arkinfra1@gmail.com,9979899924,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12116/070723,Ahmedabad,07-07-2023,31-12-2026,NA
3892,NILKANTH VIHAR,NILKANTH BUILDCON,"Survey No 108, TP 117, F.P.74/1, Nilkanth Vatika Near Himshilla Residency, Vastral Ahmedabad 382418",Mixed Development,nilkanth6467@gmail.com,7575800063,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11912/050623,Ahmedabad,05-06-2023,31-12-2027,NA
3893,MAHAVEER COTTAGE INDUSTRIAL PARK-3,MAHAVIR INFRA,"S P NO-1, SUR NO-987, FP NO-52/1, MAHAVIR INFRA, OPP. SADBHAVNA POLICE CHOWKI. NR. RAILWAY BRIDGE, VATVA Ahmedabad 382440",Commercial,mahavircottage3rera23@gmail.com,9824021755,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA13298/120424/311227,Ahmedabad,12-04-2024,31-10-2024,NA
3894,SATYA 3,SATYA DEVELOPERS,"F.P NO.5/3/2 SURVEY NO.293/3/2 SARKHEJ, SANAND Ahmedabad 382210",Commercial,info@satyahabitat.in,9825940321,PR/GJ/AHMEDABAD/SANAND/AUDA/CAA11698/010523,Ahmedabad,01-05-2023,30-06-2026,NA
3895,SREEVAS,GIRIVAR BUILDCON,"SREEVAS, NEW SHAHIBAUG NEAR S.B. FRAM, NANA CHILODA Ahmedabad 382330",Mixed Development,giribuild22@gmail.com,9909809191,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11835/230523,Ahmedabad,23-05-2023,30-11-2024,NA
3896,Shakti Exalt,SHAKTI INFRASTRUCTURE,"NR ZION SKYFIELD, B/S. SUN OPTIMA DPS-SHILAJ ROAD, NR CANAL, BOPAL, AHMEDABAD Ahmedabad 380059",Mixed Development,accexaltrera@gmail.com,9825068861,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11859/260523,Ahmedabad,26-05-2023,31-12-2025,NA
3897,Sampad Primero,SAMPAD PROJECT,"8, Samapd Foresta, Near Shanti Junior School, Bhat Motera Road, Ahmedabad 380005",Residential/Group Housing,bipinrpatel1968@gmail.com,9313248334,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11977/200623,Ahmedabad,20-06-2023,31-01-2027,NA
3898,VIAAN SKYRISE,FREYA BUILDCON,"304 AND 305, 3RD FLOOR VIAAN BUSINESS HUB, NR MAHALAXMI CORNER NEW VATVA Ahmedabad 382440",Mixed Development,vipul@viaanbuildcon.com,9879505505,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11777/170523,Ahmedabad,17-05-2023,31-12-2027,NA
3899,Vibgyor,AARYARATH DEVELOPERS LLP,"205/Abhiraj Complex, 68B Swastik Society Navrangpura, Ahmedabad Ahmedabad 380009",Residential/Group Housing,aaryarathdeveloperrera@gmail.com,9712075774,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12075/040723,Ahmedabad,04-07-2023,31-12-2024,NA
3900,GREEN VILLE,SAI DEVELOPERS,"GREEN VILLE, OPP. RAJHANS FLAT, NEAR DEVASYA PLATINUM VIP SCHOOL ROAD, NIKOL Ahmedabad 382350",Mixed Development,saidevelopers032@gmail.com,9979606299,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12323/A1M/060724/310328,Ahmedabad,29-09-2023,30-06-2026,NA
3901,SHATRUNJAY HILLS,SHREE AMBIKA DEVELOPERS,88 HETDIV BUNGLOWES NR RUDRAKSH BUNGLOWES Ahmedabad 380015,Residential/Group Housing,shreeambikadeveloper@gmail.com,9879566744,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11960/160623,Ahmedabad,16-06-2023,31-03-2027,NA
3902,SOLO BLISS,SARVADA BUILDCON,"C-204/Sudarshan Elegance, Hetarth Marriage and Party Plot, Science city, Sola, Ahmedabad Ahmedabad 380060",Mixed Development,soloblissrera23@gmail.com,9099666500,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12132/070723,Ahmedabad,07-07-2023,31-12-2024,NA
3903,SHIV GREEN,SHIV INFRASTRUCTURE,"89/B, Dev 94, Near Ghuma BRTS Bus Stand, Ghuma, Ahmedabad 380058",Residential/Group Housing,shivinfra2288@gmail.com,9099034888,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13319/160424/311226,Ahmedabad,16-04-2024,31-12-2024,NA
3904,BLISS 107,SATYAJA INFRATECH,"OFFICE NO. 811, 812 ,8TH FLOOR, I SQUARE, SCIENCE CITY ROAD, THALTEJ, SOLA, AHMADABAD CITY Ahmedabad 380060",Plotted Development,satyajainfratechrera@gmail.com,9727256234,PR/GJ/AHMEDABAD/DHOLERA/DSIRDA/PAA12751/040124/310328,Ahmedabad,04-01-2024,31-03-2028,NA
3905,SWAM RESIDENCIA,SHIVAY CORPORATION,"D-606, Ganesh Meridian, Opp Kargil Petrol Pump, Nr. Audi Showroom, Nr Sola Over Bridge, S G Highway, Sola, Ahmedabad 380061",Mixed Development,swamresidencia2023@gmail.com,9904078355,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11891/020623,Ahmedabad,02-06-2023,31-12-2026,NA
3906,UNIQUE LUXURIA,UNIQUE INFRASPACE PRIVATE LIMITED,"4th Floor, Unique Metropolis, R.C.Technical Road, Opp Sola Bhagwat Vidhyapith, S.G.Road, Gota, Ahmedabad Ahmedabad 382481",Mixed Development,uniqueluxuria@gmail.com,9687661655,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11917/060623,Ahmedabad,06-06-2023,31-03-2026,NA
3907,Apricus,SAIYAMM REALTY,"3rd Floor, Shilp Aron, Opp. TRP, Bopal, Daskroi, Ahmedabad Ahmedabad 380058",Residential/Group Housing,saiyammapricus@gmail.com,9974355129,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12015/280623,Ahmedabad,28-06-2023,31-03-2027,NA
3908,Lemon Tree,KRUNAL INFRACON,"FP No. 42/1 & 42/2, Sr. No. 121, TPS No. 119, Lemon Tree Anjana Chok, Viratnagar to SP Ring Road, Nikol Ahmedabad 382350",Mixed Development,lemontreerera@gmail.com,9725156865,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12057/A1M/270524/170428,Ahmedabad,01-07-2023,31-12-2027,NA
3909,SUNRISE EXOTICA,SUNRISE DEVELOPERS,"Sunrise Exotica, Sr No 17, FP 41, TP 75 Opp Hanspura Bus Stop, Hanspura Ahmedabad 382330",Mixed Development,exoticasunrise@gmail.com,9879790929,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12165/180823,Ahmedabad,18-08-2023,31-12-2026,NA
3910,Solis Optima,BUILDSCAPE INFRA LLP,"OFFICE NO.-501/A, SACHET 4, OPP. BALAJI GARDEN, PRENATIRTH DERASAR ROAD, SATELLITE, AHME DABAD, GJ 380015 Ahmedabad 380015",Residential/Group Housing,buildscape.solisoptima1@gmail.com,9601618199,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12229/310823,Ahmedabad,31-08-2023,31-12-2029,NA
3911,Royal Palace,KISHAN CORPORATION,"Sub Plot No 3, FP No 58/2/1, Sr. No. 139B1, TPS No. 119, Royal Palace Opp Lemon Tree, Nikol Ahmedabad 382350",Mixed Development,royalpalacerera@gmail.com,9725156865,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12217/A1M/141024/300528,Ahmedabad,31-08-2023,31-12-2026,NA
3912,SHELADIA TRINARY,OCEANFRONT PROPERTIES LLP,"B-501 TO 502, ONE WORLD CAPITAL, BESIDE RAJPATH CLUB, S.G.ROAD Ahmedabad 380054",Residential/Group Housing,trinary@sheladia.xyz,9909904242,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12258/010923,Ahmedabad,01-09-2023,01-03-2026,NA
3913,Sharanam Square,SHARANAM SQUARE LLP,"Block E, 5th Floor, 501 Sharanam Smartspace, Opp. Anupam cinema Ashima Complex, Khokhara, Ahmedabad Ahmedabad 380026",Commercial,sharanamsquarerera@gmail.com,9328352035,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12385/051023,Ahmedabad,05-10-2023,30-06-2029,NA
3914,Swam Symphony,SWAM CORPORATION,"4 SAHAJ PRIME, OPP. GOKUL HOTEL Nr. BHAGVAT TEMPLE SOLA, BHAGAVAT, AHMEDABAD 380060 Ahmedabad 380060",Residential/Group Housing,swamsymphony@gmail.com,9825051631,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12339/290923,Ahmedabad,29-09-2023,31-03-2027,NA
3915,SWEVEN BY SIGNATURE,SHREEJI REALTY,"Shreeji Realty, TP-57, Sr No. 61/B, F.P.No. 122/2, 100Ft Road, beside Madhubhan-28, Chharodi, Ahmedabad - 382481 Ahmedabad 382481",Residential/Group Housing,signaturesweven@gmail.com,7600808494,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12493/171023,Ahmedabad,17-10-2023,31-12-2028,NA
3916,Legacy Heights,ASWAD DEVELOPERS,"03662/16/2013/2, Begam Chawl, Saiyed Wada, Juna Power House, Khanpur Ahmedabad Ahmedabad 380001",Residential/Group Housing,legacyheights2024@gmail.com,8320552791,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA14207/300924/310326,Ahmedabad,30-09-2024,09-10-2026,NA
3917,DAYASAGAR AURA,DAYASAGAR BUILDCRAFT LLP,BUNGLOWE NO 11 VED BUNGLOWES B/H VRUNDAVAN PARTY PLOT Ahmedabad 382350,Mixed Development,info.dayasagar07@gmail.com,8000098156,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA11882/A1M/150424/300925,Ahmedabad,31-05-2023,31-12-2028,NA
3918,ANANTAM HOMES,VED DEEP DEVELOPERS,"3 F.F. Saanidhya, Opp. Ashvmegh Pearl, Sardar Hospital to LG Road, Rambaug, Maninagar, Ahmedabad Ahmedabad 380008",Residential/Group Housing,veddeepdeveloper2021@gmail.com,8156006822,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11779/170523,Ahmedabad,17-05-2023,31-12-2025,NA
3919,The Altitude,ROCKPILE CONSTRUCTIONS LLP,"A-1, SHAMBHUPARK C.H.SOC.LTD, NR. Kiran Park, Nava Wadaj, Ahmedabad, Ahmedabad 380013",Residential/Group Housing,lionarc.thealtitude@gmail.com,9824166618,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12034/280623,Ahmedabad,28-06-2023,31-07-2027,NA
3920,MADHURAM GLORY,P S CONSTRUCTION,"11 HARIMOM VILLA BUNGLOW,OPP DEVNANDAN PARK,NIKOL NEW NIKOL,AHMADABAD CITY,AHMEDABAD,GUJARAT 380015 Ahmedabad 380015",Mixed Development,madhuramgloryrera@gmail.com,9879430080,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12111/A1M/160724/310327,Ahmedabad,07-07-2023,31-12-2024,NA
3921,SHIVAM ELITE,SHUBH INFRA,"401, RAVISH COMPLEX, OPP. MAHALAXMI, MANINAGAR CROSS ROAD, MANINAGAR Ahmedabad 380008",Residential/Group Housing,shubhinfra23@gmail.com,9426769843,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11942/120623,Ahmedabad,12-06-2023,31-12-2026,NA
3922,SWATI PREMIER,SWATISANDHYA PROCON LLP,"1104-1105, 11TH FLOOR, SIGNATURE-1, NR. MERCEDES SHOWROOM, SURVEY NO. 841/1/2/10, PLOT NO. 287/276, S.G. HIGHWAY Ahmedabad 380051",Mixed Development,swatiprocon@gmail.com,9099065151,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12144/100723,Ahmedabad,10-07-2023,30-06-2026,NA
3923,SANATAN SARATHI,SAMARPAYE REAL ESTATE VENTURES LLP,"8, BRAHMAN MITRA MANDAL SOC. COLLEGE Road, Ellisbridge, Ahmedabadn City Ahmedabad 380006",Residential/Group Housing,anay.samarpaye@gmail.com,9099922200,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12287/010923,Ahmedabad,01-09-2023,31-12-2026,NA
3924,PRISM,ARTHAM REALTY LLP,"C/503, SHUKAN APPT, OPP. VANDEMATRAM BUNGLOWS, OPP. SHUKAN RESIDENCY, NEW C.G. ROAD, GOTA, AHMEDABAD Ahmedabad 382481",Mixed Development,arthamprism@gmail.com,8347227001,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12179/280823,Ahmedabad,28-08-2023,31-12-2026,NA
3925,Adarsh Lotus,AKSHAT CORPORATION,"Survey No. 93/2/2, F.P. No. 24/2, Draft TPS No. 79, Adarsh Lotus Nr. Anusthan Harmony, Adarsh Tulip Road, Pooja Farm 100 Ft. Road, New Narol Ahmedabad 382405",Mixed Development,adarshlotusrera@gmail.com,8980006036,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12316/250923,Ahmedabad,25-09-2023,31-12-2032,NA
3926,MONDEAL TWO,HN SAFAL INFRA DEVELOPERS PRIVATE LIMITED,"HN SAFAL HOUSE, BESIDE CIRCLE P COMPLEX, S.G. HIGHWAY, PRAHLADNAGAR Ahmedabad 380015",Commercial,mondeal2.rera@gmail.com,8980038426,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12151/170823,Ahmedabad,17-08-2023,31-03-2027,NA
3927,PRAHARSH SERENA,D R INFRASTRUCTURE,"5,RATNAMANI BUNGLOW, NR JODHPUR CROSS ROAD, STAR BAZAR, SATELLITE, AHMEDABAD Ahmedabad 380015",Mixed Development,praharsh.savan8568@yahoo.com,9726937999,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12235/310823,Ahmedabad,31-08-2023,05-04-2028,NA
3928,ANANTA SKY,KRISENT INFRALINE,A 302 SAUMYA RESIDENCY OPP SANSKRUT FLAT GHATLODIA AHMEDABAD Ahmedabad 380061,Mixed Development,krisentinfralinerera@gmail.com,9099043069,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14279/191024/310327,Ahmedabad,19-10-2024,31-07-2026,NA
3929,Swati 18,SWATISANDHYA PROCON LLP,"1104-1105, 11TH FLOOR, SIGNATURE-1, NR. MERCEDES SHOWROOM, SURVEY NO. 841/1/2/10, PLOT NO. 287/276, S.G. HIGHWAY Ahmedabad 380051",Commercial,swatiprocon@gmail.com,9099065151,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/CAA11921/A1C/300424/311228,Ahmedabad,07-06-2023,31-12-2025,NA
3930,NORTH VIEW SYMPHONY,NYALKARAN INFRA,"B-68/17/19 , LAN NO 1 STERLING CITY BOPAL Ahmedabad 380058",Residential/Group Housing,northviewsymphony5rera@gmail.com,9898405767,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12035/280623,Ahmedabad,28-06-2023,30-09-2027,NA
3931,Shagun Infinity,SHIVANTA DEVELOPERS,"B-1, Magankaka Park, Near Chandlodiya Over Bridge, Near Dhanjibhai Kuva, Chandlodiya Ahmedabad 382481",Residential/Group Housing,shivantadevelopers3030@gmail.com,9586893030,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12029/280623,Ahmedabad,28-06-2023,01-11-2026,NA
3932,Shivay Lavis,SHIVAM BUILDCON,"I-204 SAFAL PLAZA,NEAR JANSEVA KENDRA, NAVA NARODA, AHMEDABAD Ahmedabad 382345",Residential/Group Housing,shivaylevisrera@gmail.com,9909198966,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12120/070723,Ahmedabad,07-07-2023,31-12-2029,NA
3933,NEEL DEEP FLORA,DEEP DEVELOPERS,"TULSI PARK CO OP HOUSING SOCIETY LT 29 VAIBHAV BUNGALOWS-III, NR GULAB TOWER SOLA ROAD Ahmedabad 380061",Mixed Development,deepjpatel2912@gmail.com,9714328041,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12261/010923,Ahmedabad,01-09-2023,31-12-2026,NA
3934,VRUNDAVAN 14,UNITY INFRA SPACE,"30, NARAYAN BUNGLOW, NEAR PRASANG PARTY PLOT, GOTA ROAD, GOTA, GHATLODIYA Ahmedabad 382481",Residential/Group Housing,bhargav.suhagia@gmail.com,9426070299,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12487/171023,Ahmedabad,17-10-2023,31-12-2029,NA
3935,RAMDEV INDUSTRIAL HUB & RAMDEV ICON,RAMDEV INFRA,"RAMDEV INDUSTRIAL HUB & RAMDEV ICON, SR. NO. 30/1+30/2+30/3+30/4+31/1 T.P. NO. 111, F.P. NO. 49, NIKOL -KATHEADA, AHMEDABAD Ahmedabad 382350",Commercial,ramdevinfra2023@gmail.com,9510326933,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/CAA12885/070224/311228,Ahmedabad,07-02-2024,31-03-2025,NA
3936,NEELKANTH MERIDIAN,J J DEVELOPERS,"SUR. NO. 111-B, F.P.NO.34, NR. GALAXY CINEMA NARODA Ahmedabad 382330",Commercial,neelkanthmeridianrera24@gmail.com,9016180498,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/CAA13742/270624/311226,Ahmedabad,27-06-2024,31-12-2029,NA
3937,Karnavati Business Center,Om Buildcon,"Karnavati Business Center, FP No. 27, TPS No. 74(Aslali), Block No. 836 Aslali Circle Ahmedabad 382427",Commercial,ombuildconrera@gmail.com,8347470076,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA11857/260523,Ahmedabad,26-05-2023,31-12-2031,NA
3938,AL NOOR,P.M.REALITY,"F. P. No.- 80, T. P. No.- 85, Opp. City Pulse Cinema, 60 FT. Road, Sarkhej, Ahmedabad 382210",Mixed Development,alnoor.pmr@gmail.com,9909019330,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12442/131023,Ahmedabad,13-10-2023,31-12-2026,NA
3939,Satatya Syril II,RIDDHISH BUILDCON,"201, Binori Moneta, Nr. Sandes Press, Bodakdev, Satellite, Ahmedabad 380015",Residential/Group Housing,accounts@satatya.co.in,9426262349,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11836/230523,Ahmedabad,23-05-2023,04-10-2027,NA
3940,The Green Parmeshwar,OM INFRASTRUCTURE,"Block No. 63, F.P. No. 163, TPS No. 65 The Green Parmeshwar, Tragad-Jagatpur-Chainpur-Ranip, Ghatlodia Ahmedabad 382470",Mixed Development,ominfrarera@gmail.com,9426677138,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12022/280623,Ahmedabad,28-06-2023,28-02-2025,NA
3941,Madhav Heights,TRINATH PROLAND LLP,"Trinath Proland LLP, 201, Coral Complex, Opp. Hetharth Party Plot Science City Road, Sola, Ahmedabad-380060 Ahmedabad 380060",Mixed Development,patelprikesh17@gmail.com,9726666972,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12862/060224/311228,Ahmedabad,06-02-2024,31-03-2023,NA
3942,THE EMPIIREAN,ASCENT SKY INFRACON LLP,"D-507, Ganesh Meridian, Opp. Gujarat High Court S G Highway, SOLA Ahmedabad 380060",Residential/Group Housing,empiireanrera@gmail.com,7434996633,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11812/220523,Ahmedabad,22-05-2023,30-12-2026,NA
3943,Sarva One26,SARVA DEVELOPERS,"Near Sardar Dham Vaishnodevi Circle, S.P. Ring Road Ahmedabad 382421",Mixed Development,sarvadeveloper@gmail.com,9913895989,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11813/220523,Ahmedabad,22-05-2023,31-12-2027,NA
3944,ORCHID GOLD,GALAXY REAL ESTATE DEVELOPERS GUJ PRIVATE LIMITED,"GOYAL HOUSE,OPP KARNAVATI CLUB S G HIGHWAY Ahmedabad 380015",Mixed Development,orchidgold.rera1@gmail.com,8980013923,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12019/280623,Ahmedabad,28-06-2023,31-12-2027,NA
3945,SHIVANSH ASHRAY,PTD INFRA,"A/25, SUDARSHAN TOWER, SAMBHAVNATH TENAMENTS BODAKDEV Ahmedabad 380054",Mixed Development,shivanshashrayrera2023@gmail.com,9925002478,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12041/A1M/150424/311226,Ahmedabad,28-06-2023,31-12-2026,NA
3946,Sierra,SHANNON PROJECTS LLP,"101, First Floor, Chinubhai Center, Ashram Road Nr. Nehru Bridge Ahmedabad 380009",Residential/Group Housing,rera.sierra@gmail.com,9824181940,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12003/220623,Ahmedabad,22-06-2023,31-07-2026,NA
3947,THE GREEN LUXURIYA,FIESTA GREEN INFRA,B 31 AJANTA COMMERCIAL CENTRE ASHRAM ROAD Ahmedabad 380014,Residential/Group Housing,chiragyash76@gmail.com,9998947699,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12256/010923,Ahmedabad,01-09-2023,31-12-2027,NA
3948,DIWALI SKYZ,D B CORPORTATION,"SHOP NO 1 , DIWALI BLESSINGS NR VAISNO DEVI CIRCLE Gandhinagar 382421",Residential/Group Housing,diwaliskyzrera@gmail.com,9824340239,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12641/161123,Ahmedabad,16-11-2023,31-03-2027,NA
3949,SHALIN PRIMA,S S INFRABUILD,"301 SPAN TRADE CENTER, KOCHRAB ASHRAM PALDI Ahmedabad 380007",Residential/Group Housing,shalinprima@gmail.com,9574077702,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12220/310823,Ahmedabad,31-08-2023,30-06-2026,NA
3950,GOVARDHAN GRACE,JAPSON INFRA,"D/9, AMI AKHAND ANAND SOC PART-1,OPP PURVDIP SOCIETY, CTM, AMRAWADI,AHMEDABAD Ahmedabad 380026",Residential/Group Housing,japsoninfra@gmail.com,9428899812,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA13197/280324/301225,Ahmedabad,28-03-2024,31-08-2025,NA
3951,THE BELLAGIO,AUM SHREYA REALTY LLP,"416 Palak Prime, Opp Double tree by Hilton Iscon Ambli Road, Ahmedabad Ahmedabad 380058",Residential/Group Housing,aumshreyarealty@gmail.com,9099865656,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11972/190623,Ahmedabad,19-06-2023,31-12-2023,NA
